id,mag,ra,dec
7770,13.82,23:51:22.54,+20:05:47.5
7771,12.11,23:51:24.81,+20:06:42.3
7778,12.76,23:53:19.67,+07:52:15.3
7779,12.67,23:53:26.79,+07:52:32.4
7780,13.91,23:53:32.17,+08:07:05.3
7781,13.93,23:53:45.98,+07:51:37.7
7782,12.24,23:53:53.89,+07:58:14.0
7785,11.60,23:55:19.03,+05:54:57.0
7788,9.40,23:56:45.58,+61:23:59.7
7789,6.70,23:57:24.06,+56:42:29.8
7790,8.50,23:58:24.26,+61:12:29.9
7793,9.29,23:57:49.83,-32:35:27.7
7796,11.47,23:58:59.77,-55:27:29.9
7798,12.35,23:59:25.50,+20:44:59.5
7805,13.29,00:01:26.77,+31:26:01.5
7808,15.31,00:03:32.13,-10:44:40.8
7811,14.68,00:02:26.47,+03:21:06.9
7814,10.60,00:03:14.89,+16:08:43.5
7817,12.11,00:03:58.91,+20:45:08.4
7819,13.60,00:04:24.54,+31:28:19.4
7828,13.86,00:06:27.07,-13:24:58.0
7829,13.92,00:06:28.98,-13:25:14.2
7836,13.65,00:08:01.64,+33:04:14.8
